Month,Division,GA Source,Package/Roadblock,Device,Placement Start Date,Placement End Date,Job# (s),Analytic Campaign Name,Campaign Name,Creative,Impressions,Clicks,Media Cost
2014-02,Houston,add,AddThis Anserra GO Houston DMA PACKAGE,banners,2/3/2014,2/22/2014,115086,anserra_go,Anserra Grand Opening,115086_HOU_160x600.jpg,75323.00,78.00,812.41
2014-02,Houston,mobileT,MobileTheory Anserra GO Houston DMA PACKAGE,mobile,2/3/2014,2/22/2014,115086,anserra_go,Anserra Grand Opening,Grand Opening,20315.00,92.00,2500.00
2014-02,Houston,add,AddThis Anserra GO Houston DMA PACKAGE,banners,2/3/2014,2/22/2014,115424,anserra_sp,Anserra Sneak Peek,115424_HOU_160x600.jpg,148428.00,461.00,1687.58
2014-02,Jacksonville,mobileT,Mobile Theory Alexandria Pointe GO JAX DMA  2/3-2/22 PACKAGE,mobile,2/3/2014,2/22/2014,114921,apoint_go,Alexandria Pointe Grand Opening (Deland),JAX_1x1,119066.00,1305.00,1999.99
2014-02,SoCal Coastal,add,AddThis Arbor Rose Sustain Zip Targeting Display 2/1-2/28 PACKAGE,banners,2/1/2014,2/28/2014,111844,arbor_sus,Arbor Rose Sustain (Arcadia),111844_1PGO_160x600.jpg,114.00,1.00,999.99
2014-02,Central California,add,AddThis Aria & Legato Sacramento DMA 1/27-2/9 PACKAGE,banners,1/27/2014,2/9/2014,114890,aria_cs,Aria & Legato Interest List,114890_160x600.swf,53056.00,19.00,643.41
2014-02,Central California,add,AddThis Aria & Legato Sacramento DMA 2/17-3/2 PACKAGE,banners,2/17/2014,3/2/2014,115716,aria_cs,Aria & Legato Interest List,115716_SAC_160x600.swf,104438.00,31.00,1346.54
2014-02,Central California,mobileT,Mobile Theory Aria & Legato Sacramento DMA 1/27-2/9 PACKAGE,mobile,1/27/2014,2/9/2014,115716,aria_cs,Aria & Legato Interest List,SAC_1x1,2120.00,23.00,403.03
2014-02,Central California,mobileT,Mobile Theory Aria & Legato Sacramento DMA 2/17-3/2 PACKAGE,mobile,2/17/2014,3/2/2014,115716,aria_cs,Aria & Legato Interest List,SAC_1x1,33404.00,266.00,1480.00
2014-02,Austin,linked,1Q14 AUS LinkedIn Real Estate,banners,12/1/2013,2/28/2014,113651,aus,Q1 Sustaining Linked In -Real Estate,113651_300x250.jpg,17386.00,5.00,316.43
2014-02,Austin,linked,"1Q14 AUS LinkedIn Military, High Tech",banners,12/1/2013,2/28/2014,113652,aus,Q1 Sustaining Linked In - Military,113652_300x250.jpg,75461.00,29.00,1463.94
2014-02,Austin,facebook,1Q14 AUS FB Newsfeed Feb- Austin DMA,ad,2/1/2014,2/28/2014,113579,aus ,Q1 Sustaining,Facebook,165495.00,1768.00,1808.85
2014-02,Austin,trulia,1Q14 Austin DMA Sustain Trulia Display 300x600 FEB,banners,2/1/2014,2/28/2014,113579,aus ,Q1 Sustaining,113579_300x600.swf,23554.00,194.00,376.86
2014-02,Austin,trulia,1Q14 Austin DMA Sustain Trulia Mobile 320x50 FEB,mobile,2/1/2014,2/28/2014,113579,aus ,Q1 Sustaining,113579_320x50.jpg,6954.00,15.00,151.95
2014-02,Austin,zillow,1Q14 Austin DMA Sustain Zillow Display 300x600 FEB,banners,2/1/2014,2/28/2014,113579,aus ,Q1 Sustaining,113579_300x600.swf,30601.00,66.00,244.81
2014-02,Austin,zillow,1Q14 Austin DMA Sustain Zillow Mobile 320x50 FEB,mobile,2/1/2014,2/28/2014,113579,aus ,Q1 Sustaining,Sustain,23600.00,163.00,433.20
2014-02,Austin,add,AddThis Sales Event Austin DMA 2/6-2/16 PACKAGE,banners,2/6/2014,2/16/2014,115076,aus_bds1,Sales Event,115076_160x600.jpg,65630.00,645.00,478.86
2014-02,Austin,mobileT,Mobile Theory Sales Event Austin DMA 2/6-2/16 PACKAGE,mobile,2/6/2014,2/16/2014,115076,aus_bds1,Sales Event,Sales Event Week 1,23724.00,149.00,1500.00
2014-02,Austin,trulia,1Q14 Austin DMA Sustain Trulia Display 300x600 FEB,banners,2/1/2014,2/28/2014,115076,aus_bds1,Sales Event,115076_300x600.jpg,18480.00,181.00,295.68
2014-02,Austin,trulia,1Q14 Austin DMA Sustain Trulia Mobile 320x50 FEB,mobile,2/1/2014,2/28/2014,115076,aus_bds1,Sales Event,115076_320x50.gif,5523.00,7.00,122.54
2014-02,Austin,zillow,1Q14 Austin DMA Sustain Zillow Display 300x600 FEB,banners,2/1/2014,2/28/2014,115076,aus_bds1,Sales Event,115076_300x600.jpg,24262.00,63.00,194.10
2014-02,Austin,zillow,1Q14 Austin DMA Sustain Zillow Mobile 320x50 FEB,mobile,2/1/2014,2/28/2014,115076,aus_bds1,Sales Event,Sales Event Week 1,8972.00,72.00,427.33
2014-02,Austin,add,AddThis Sales Event Austin DMA 2/6-2/16 PACKAGE,banners,2/6/2014,2/16/2014,115119,aus_bds2,Sales Event,115119_AUS_160x600.jpg,55333.00,202.00,703.95
2014-02,Austin,trulia,1Q14 Austin DMA Sustain Trulia Display 300x600 FEB,banners,2/1/2014,2/28/2014,115119,aus_bds2,Sales Event,115119_AUS_300x600.jpg,83570.00,540.00,1157.46
2014-02,Austin,trulia,1Q14 Austin DMA Sustain Trulia Mobile 320x50 FEB,mobile,2/1/2014,2/28/2014,115119,aus_bds2,Sales Event,115119_AUS_320x50.jpg,24528.00,45.00,461.51
2014-02,Austin,zillow,1Q14 Austin DMA Sustain Zillow Display 300x600 FEB,banners,2/1/2014,2/28/2014,115119,aus_bds2,Sales Event,115119_AUS_300x600.jpg,81840.00,214.00,654.10
2014-02,Austin,add,AddThis Huttoparke & Waterleaf HTBAH Austin DMA 2/12-2/22 PACKAGE,banners,2/12/2014,2/22/2014,115604,aus_htbah,HTBAH Event ,115604_AUS_160x600.jpg,159252.00,102.00,1962.46
2014-02,Austin,mobileT,Mobile Theory Huttoparke & Waterleaf HTBAH Austin DMA 2/12-2/22 PACKAGE,mobile,2/12/2014,2/22/2014,115604,aus_htbah,HTBAH Event ,AUS_1x1,52522.00,247.00,2000.00
2014-02,SoCal Coastal,add,AddThis Ridgeview at Echo Ridge Sustain Zip Targeting Display 2/1-2/28 PACKAGE,banners,2/1/2014,2/28/2014,111557,av,Q1 Sustaining - Antelope Valley,111557_160x600.jpg,63.00,0.00,0.16
2014-02,SoCal Coastal,add,AddThis Rancho Santalina Haciendas Sustain Zip Targeting Display 2/1-2/28 PACKAGE,banners,2/1/2014,2/28/2014,111557,av,Q1 Sustaining - Antelope Valley,111557_160x600.jpg,91.00,1.00,0.22
2014-02,SoCal Coastal,add,AddThis Antelope Valley Sustaining Zip Targeting Display 2/1-2/28 PACKAGE,banners,2/1/2014,2/28/2014,111557,av,Q1 Sustaining - Antelope Valley,111557_160x600.jpg,20703.00,33.00,312.51
2014-02,SoCal Coastal,LAT/Latimes,LA Times Antelope Valley Sustain Zip Target 2/1-2/28 PACKAGE,banners,2/1/2014,2/28/2014,111557,av,Q1 Sustaining - Antelope Valley,111557_300x250.jpg,18733.00,11.00,374.29
2014-02,SoCal Coastal,trulia,1Q14_SCL Sustain Coastal_Trulia_ Lancaster / Antelope Valley_Display_300x600_FEB,banners,2/1/2014,2/28/2014,113178,av,Q1 Sustaining - Antelope Valley (Updated),300x600_AntelopeValley.swf,275082.00,1227.00,4000.00
2014-02,SoCal Coastal,zillow,1Q14_SCL Sustain Coastal_Zillow_Lancast-AntValley_Display_300x600_FEB,banners,2/1/2014,2/28/2014,113178,av,Q1 Sustaining - Antelope Valley (Updated),300x600_AntelopeValley.swf,211324.00,504.00,1690.59
2014-02,SoCal Coastal,zillow,1Q14_SCL Sustain Coastal_Zillow_Lancast-AntValley_Tablet_704x70_FEB,mobile,2/1/2014,2/28/2014,110241,av,Q1 Sustaining - Antelope Valley,SCL_1x1,27182.00,262.00,326.18
2014-02,Orlando,add,AddThis Avellino  Orlando DMA Flight 2 PACKAGE,banners,2/17/2014,3/1/2014,115732,ave_go2,Avellino 2,115732_160x600_ORL.jpg,113159.00,96.00,1500.00
2014-02,Orlando,mobileT,MobileTheory Avellino  Orlando DMA Flight 2 PACKAGE,mobile,2/17/2014,3/1/2014,115732,ave_go2,Avellino 2,ORL_1x1,86860.00,410.00,2000.00
2014-02,Orlando,pulpo,Pulpo Avellino Display Orlando DMA  Flight 2 PACKAGE,banners,2/17/2014,3/1/2014,115734,ave_go2,Avellino 2,115734_160x600_ORL.jpg,37200.00,23.00,499.99
2014-02,Orlando,pulpo,Pulpo Avellino Mobile Orlando DMA Flgiht 2  PACKAGE,mobile,2/17/2014,3/1/2014,115734,ave_go2,Avellino 2,ORL_1x1,13806.00,17.00,500.00
2014-02,Bay Area,facebook,"1Q14 BAY FB Newsfeed Feb- Alameda, Contra Costa, Santa Clara, Solano, Sonoma, San Francisco, Santa Cruz, San Mateo, Napa, Marin Counties",ad,2/1/2014,2/28/2014,,bay,,,,,1807.83
2014-02,Bay Area,trulia,1Q14 BAY Trulia All Counties Display FEB,banners,2/1/2014,2/28/2014,113779,bay,Q1 Sustaining,113779_300x600.swf,485259.00,4922.00,7040.00
2014-02,Bay Area,trulia,1Q14 BAY Trulia All Counties Mobile FEB,mobile,2/1/2014,2/28/2014,113779,bay,Q1 Sustaining,113779_320x50.jpg,185049.00,485.00,2720.00
2014-02,Bay Area,zillow,1Q14 BAY Zillow All Counties Display FEB,banners,2/1/2014,2/28/2014,113779,bay,Q1 Sustaining,113779_300x600.swf,827159.00,2555.00,6600.00
2014-02,Bay Area,zillow,1Q14 BAY Zillow All Counties Mobile 320x50 FEB,mobile,2/1/2014,2/28/2014,113779,bay,Q1 Sustaining,BAY_1x1,233610.00,1974.00,4349.49
2014-02,Austin,add,AddThis Berry Creek & Creekside GO Austin DMA 2/24-3/2 PACKAGE,banners,2/24/2014,3/2/2014,115235,berry_go,Berry Creek & Creekside at George Town Village Grand Opening,115235_AUS_160x600.swf,45162.00,13.00,580.64
2014-02,Austin,millennial,Millennial Berry Creek & Creekside GO Military Target Austin DMA PACKAGE,mobile,2/24/2014,3/2/2014,115235,berry_go,Berry Creek & Creekside at George Town Village Grand Opening,AUS_1x1,13369.00,77.00,378.50
2014-02,Austin,mobileT,Mobile Theory Berry Creek & Creekside GO Austin DMA 2/24-3/2 PACKAGE,mobile,2/24/2014,3/2/2014,115235,berry_go,Berry Creek & Creekside at George Town Village Grand Opening,AUS_1x1,26560.00,133.00,750.00
2014-02,San Antonio,add,AddThis SAN Feb Sales Event - SAN DMA 2/12-2/23 PACKAGE,banners,2/12/2014,2/23/2014,115487,bib1,Feb Sales Event 1,115487_SAN_160x600.jpg,56101.00,133.00,702.80
2014-02,San Antonio,trulia,1Q14 SAN Sustain - San Antonio DMA Trulia Display 300x600 FEB,banners,2/1/2014,2/28/2014,115679,bib1,Feb Sales Event 1,115679_SAN_300x600.swf,21942.00,177.00,351.07
2014-02,San Antonio,trulia,1Q14 SAN Sustain - San Antonio DMA Trulia Tablet 320x50 FEB,mobile,2/1/2014,2/28/2014,115487,bib1,Feb Sales Event 1,115487_SAN_320x50.jpg,6222.00,7.00,62.22
2014-02,San Antonio,yahoo,1Q14 SAN Sustain - San Antonio DMA Yahoo Display Spanish 300x250 FEB,banners,2/1/2014,2/28/2014,115700,bib1,Feb Sales Event 1,115700_SAN_300x250.swf,8.00,4.00,0.04
2014-02,San Antonio,yahoo,1Q14 SAN Sustain - San Antonio DMA Yahoo Display English 300x250 FEB,banners,2/1/2014,2/28/2014,115487,bib1,Feb Sales Event 1,115487_SAN_300x250.swf,10.00,4.00,0.05
2014-02,San Antonio,yahoo,1Q14 SAN Sustain - San Antonio DMA Yahoo Mobile English 300x50 FEB,mobile,2/1/2014,2/28/2014,115487,bib1,Feb Sales Event 1,Feb Sales Week 1,22160.00,116.00,125.65
2014-02,San Antonio,zillow,1Q14 SAN Sustain - San Antonio DMA Zillow Display 300x600 FEB,banners,2/1/2014,2/28/2014,115679,bib1,Feb Sales Event 1,115679_SAN_300x600.swf,26547.00,62.00,212.38
2014-02,San Antonio,zillow,1Q14 SAN Sustain - San Antonio DMA Zillow Mobile 320x50 FEB,mobile,2/1/2014,2/28/2014,115487,bib1,Feb Sales Event 1,Feb Sales Week 1,13089.00,99.00,202.92
2014-02,San Antonio,mobileT,MobileTheory SAN Feb Sales Event - SAN DMA 2/12-2/23 PACKAGE,mobile,2/12/2014,2/23/2014,115487; 115547,bib1; bib2,Feb Sales Event 1; Feb Sales Event 2,SAN_1x1_2,23198.00,97.00,1500.00
2014-02,San Antonio,add,AddThis SAN Feb Sales Event - SAN DMA 2/12-2/23 PACKAGE,banners,2/12/2014,2/23/2014,115547,bib2,Feb Sales Event 2,115547_SAN_160x600.swf,59147.00,46.00,754.97
2014-02,San Antonio,trulia,1Q14 SAN Sustain - San Antonio DMA Trulia Display 300x600 FEB,banners,2/1/2014,2/28/2014,115547,bib2,Feb Sales Event 2,115547_SAN_300x600.swf,30119.00,262.00,481.90
2014-02,San Antonio,trulia,1Q14 SAN Sustain - San Antonio DMA Trulia Tablet 320x50 FEB,mobile,2/1/2014,2/28/2014,115547,bib2,Feb Sales Event 2,115547_SAN_320x50.jpg,8442.00,13.00,84.42
2014-02,San Antonio,yahoo,1Q14 SAN Sustain - San Antonio DMA Yahoo Display English 300x250 FEB,banners,2/1/2014,2/28/2014,115547,bib2,Feb Sales Event 2,115547_SAN_300x250.swf,2.00,2.00,0.01
2014-02,San Antonio,yahoo,1Q14 SAN Sustain - San Antonio DMA Yahoo Mobile English 300x50 FEB,mobile,2/1/2014,2/28/2014,115547,bib2,Feb Sales Event 2,Feb Sales Week 2,61856.00,245.00,359.08
2014-02,San Antonio,zillow,1Q14 SAN Sustain - San Antonio DMA Zillow Display 300x600 FEB,banners,2/1/2014,2/28/2014,115547,bib2,Feb Sales Event 2,115547_SAN_300x600.swf,28259.00,66.00,226.07
2014-02,San Antonio,zillow,1Q14 SAN Sustain - San Antonio DMA Zillow Mobile 320x50 FEB,mobile,2/1/2014,2/28/2014,115547,bib2,Feb Sales Event 2,Feb Sales Week 2,13570.00,95.00,222.91
2014-02,Phoenix,add,AddThis Main St. Casitas Phoenix DMA 1/27-2/16 PACKAGE,banners,1/27/2014,2/16/2014,114078,casitas,Main St. Casitas,114078_160x600.jpg,64288.00,300.00,800.29
2014-02,Phoenix,mobileT,Mobile Theory Main St. Casitas Phoenix DMA 1/27-2/16 PACKAGE,mobile,1/27/2014,2/16/2014,114078,casitas,Main St. Casitas,PTN_1x1,8578.00,150.00,758.27
2014-02,Raleigh,add,AddThis Cedar Bend GO Raleigh DMA PACKAGE,banners,2/17/2014,3/2/2014,115652,cedar_go,Cedar Bend Grand Opening,115652_RAL_160x600.jpg,86039.00,116.00,825.82
2014-02,Raleigh,mobileT,Mobile Theory Cedar Bend GO Raleigh DMA PACKAGE,mobile,2/17/2014,3/2/2014,115652,cedar_go,Cedar Bend Grand Opening,RAL_1x1,19157.00,113.00,1291.63
2014-02,Raleigh,sulekha,Sulekha Cedar Bend GO Raleigh DMA PACKAGE,banners,2/17/2014,3/2/2014,115652,cedar_go,Cedar Bend Grand Opening,115652_RAL_728x90.jpg,161786.00,542.00,971.29
2014-02,Raleigh,add,AddThis Clayton County Raleigh DMA 2/10-3/2 PACKAGE,banners,2/10/2014,3/2/2014,115573,clayton,Clayton,115573_RAL_160x600.jpg,6.00,0.00,2379.39
2014-02,Raleigh,mobileT,Mobile Theory Clayton County Raleigh DMA 2/10-3/2 PACKAGE,mobile,2/10/2014,3/2/2014,115573,clayton,Clayton,RAL_1x1,121079.00,1917.00,2000.00
2014-02,Denver,centro,1Q14 COL Denver DMA Sustain DenverPost.Com (Centro) Mobile FEB PACKAGE,mobile,2/1/2014,2/28/2014,113744,co,Q1 Sustaining,COL_1x1,58422.00,89.00,1362.00
2014-02,Denver,facebook,1Q14 COL FB Newsfeed Feb- Denver DMA,ad,2/1/2014,2/28/2014,,co,Q1 Sustaining,Facebook,132523.00,1287.00,1448.48
2014-02,Denver,trulia,"1Q14 COL Adams, Arapahoe, Denver, Jefferson and Weld Counties Sustain Trulia Display 300x600 FEB",banners,2/1/2014,2/28/2014,113744,co,Q1 Sustaining,113744_300x600.swf,180911.00,1210.00,2630.90
2014-02,Denver,trulia,"1Q14 COL Adams, Arapahoe, Denver, Jefferson and Weld Counties Sustain Trulia Mobile 320x50 FEB",mobile,2/1/2014,2/28/2014,113744,co,Q1 Sustaining,113744_320x50.jpg,43007.00,68.00,590.49
2014-02,Denver,yahoo,1Q14 COL Target Colorado State Sustain Yahoo Display 300x250 FEB,banners,2/1/2014,2/28/2014,113744,co,Q1 Sustaining,113744_300x250.jpg,66.00,0.00,360.14
2014-02,Denver,yahoo,1Q14 COL Target Colorado State Sustain Yahoo Tablet 300x250 FEB,mobile,2/1/2014,2/28/2014,113744,co,Q1 Sustaining,COL_1x1,81476.00,183.00,407.35
2014-02,Denver,yahoo,1Q14 COL Target Colorado State Sustain Yahoo Mobile 300x50 FEB,mobile,2/1/2014,2/28/2014,113744,co,Q1 Sustaining,COL_1x1,491202.00,1768.00,2456.00
2014-02,Denver,zillow,"1Q14 COL Adams, Arapahoe, Denver, Jefferson and Weld Display 300x600 FEB",banners,2/1/2014,2/28/2014,113744,co,Q1 Sustaining,113744_300x600.swf,381155.00,597.00,3048.46
2014-02,Denver,zillow,"1Q14 COL Adams, Arapahoe, Denver,  Jefferson and Weld Mobile 320x50 FEB",mobile,2/1/2014,2/28/2014,113744,co,Q1 Sustaining,COL_1x1,146839.00,906.00,2684.11
2014-02,Tampa,add,AddThis Cypress Creek Tampa DMA 1/31-2/14 PACKAGE,banners,1/31/2014,2/14/2014,115175,cypress_HNY,Cypress Creek,115175_160x600.jpg,175955.00,397.00,2325.27
2014-02,Tampa,mobileT,Mobile Theory Cypress Creek Tampa DMA 1/31-2/14 PACKAGE,mobile,1/31/2014,2/14/2014,115175,cypress_HNY,Cypress Creek,TAM_1x1,28726.00,487.00,2307.34
2014-02,Dallas,facebook,1Q14 HAD Dallas FB Newsfeed Feb- Dallas DMA,ad,2/1/2014,2/28/2014,,dal ,Q1 Sustaining,Facebook,33733.00,424.00,368.70
2014-02,Dallas,trulia,1Q14 HAD Sustain Dallas DMA Trulia Display 300x600 FEB,banners,2/1/2014,2/28/2014,113576,dal ,Q1 Sustaining,113576_300x600.jpg,108181.00,909.00,1571.36
2014-02,Dallas,trulia,1Q14 HAD Sustain Dallas DMA Trulia Mobile 320x50 FEB,mobile,2/1/2014,2/28/2014,113576,dal ,Q1 Sustaining,113576_320x50.jpg,100753.00,152.00,1254.16
2014-02,Dallas,yahoo,1Q14 Yahoo Dallas DMA Display 300x250 FEB,banners,2/1/2014,2/28/2014,113576,dal ,Q1 Sustaining,113576_300x250.jpg,325360.00,436.00,1665.84
2014-02,SoCal Coastal,add,AddThis Dawn Creek GO Zip Targeting Display 1/13-2/9 PACKAGE,banners,1/13/2014,2/9/2014,114962,dawn ,Dawn Creek Sustain,114962_160x600.jpg,18618.00,27.00,325.47
2014-02,SoCal Coastal,add,AddThis Antelope Valley Sustaining Zip Targeting Display 2/1-2/28 PACKAGE,banners,2/1/2014,2/28/2014,114962,dawn ,Dawn Creek Sustain,114962_160x600.jpg,20776.00,44.00,312.12
2014-02,SoCal Coastal,LAT/Latimes,LA Times Dawn Creek GO Zip Target 1/13-2/9 PACKAGE,banners,1/13/2014,2/9/2014,114962,dawn ,Dawn Creek Sustain,114962_728x90.jpg,11434.00,13.00,244.41
2014-02,SoCal Coastal,LAT/Latimes,LA Times Antelope Valley Sustain Zip Target 2/1-2/28 PACKAGE,banners,2/1/2014,2/28/2014,114962,dawn ,Dawn Creek Sustain,114962_728x90.jpg,18630.00,31.00,372.77
2014-02,Daytona,trulia,1Q14 JAX Sustain Daytona DMA Trulia Display 300x600 FEB,banners,2/1/2014,2/28/2014,113585,day,Q1 Sustaining,113585_300x600_Q1.swf,73685.00,732.00,1066.96
2014-02,Daytona,trulia,1Q14 JAX Sustain Daytona DMA Trulia Tablet 320x50 FEB,mobile,2/1/2014,2/28/2014,113585,day,Q1 Sustaining,113585_320x50.jpg,11445.00,22.00,103.63
2014-02,Daytona,zillow,1Q14 JAX Sustain Daytona DMA Zillow Mobile 320x50 FEB,mobile,2/1/2014,2/28/2014,113585,day,Q1 Sustaining,JAX_1x1,77477.00,608.00,1332.49
2014-02,Metro DC,linked,"1Q14 MDC Wash DC LinkedIn Government, Medical, High Tech",banners,12/1/2013,2/28/2014,113806,dc,Q1 Sustaining Linked In - Tech,113806_300x250 new.jpg,8017.00,2.00,315.77
2014-02,Metro DC,linked,1Q14 MDC Wash DC LinkedIn Real Estate,banners,12/1/2013,2/28/2014,113804,dc,Q1 Sustaining Linked In - Real Estate ,113804_300x250.jpg,17260.00,6.00,314.13
2014-02,Metro DC,moasis,1Q14 Moasis MDC Sustain Gov Employees MDC DMA 12/1-2/28 PACKAGE,mobile,12/3/2013,2/28/2014,113638,dc,Q1 Sustaining,Sustain,281.00,0.00,175.43
2014-02,Metro DC,trulia,1Q14 MDC Sustain Trulia Display  Wash DC DMA  2/1-2/28 300x600,banners,2/1/2014,2/28/2014,113638,dc,Q1 Sustaining,300x600_DC.swf,89385.00,836.00,1137.74
